id,preco
233,681910.3009129522
234,496366.29209022195
235,279515.7055647374
236,1048325.8007710086
237,1563854.8455716106
238,1215156.2848443002
239,478162.6999652645
240,762148.8212828925
241,286926.94211686973
242,449827.8161144465
243,422831.7262046888
244,906771.5144369268
245,368790.2323316382
246,697762.4502944433
247,608803.0692018869
248,528946.4322957351
249,829599.5541181273
250,2148525.032024155
251,344234.2759285371
252,594368.5912352618
253,486644.7705373146
254,734991.3910041944
255,1000629.5990896361
256,340433.9471683506
257,884804.2074745855
258,2962948.5072737015
259,1019100.3396703295
260,621724.1370963686
261,611664.2040047827
262,300303.3007896776
263,748116.7364311729
264,230876.01157420385
265,363537.35048830835
266,382772.1327936053
267,652353.7338737617
268,451361.5420340167
269,1193514.2307424198
270,405236.1779979396
271,542770.5054012188
272,673991.5098370689
273,507249.4706039968
274,501219.39877005346
275,441690.2404701038
276,404907.83987004095
277,1578859.026318569
278,340433.9471683506
279,825394.2326854385
280,279660.7070431284
281,760357.1620066575
282,359059.5152360373
283,396155.17800851015
284,1565029.9557866857
285,2652707.706162815
286,350145.4439274889
287,816871.205525372
288,587808.4833619728
289,1146430.9575628126
290,966363.6618123328
291,949127.3820475831
292,811383.6879801485
293,674430.8961889595
294,2397745.8610416786
295,613275.117498855
296,530866.6776879187
297,1107052.3545274653
298,433222.87285885
299,722458.5776261686
300,1390909.3703714716
301,765487.9366172233
302,398504.8660722722
303,548941.8292806944
304,359322.07078726665
305,293208.20142578235
306,317374.8449210386
307,648850.0845458789
308,442586.59492993855
309,628791.7862146044
310,246188.38640928685
311,1341104.7452516612
312,1653894.3184680147
313,474079.90940752503
314,388012.97092081775
315,1478123.7570051264
316,1348513.5311924685
317,963414.256444444
318,417574.47420206125
319,362647.44773802755
320,327759.32186539425
321,1349152.2110047827
322,1045959.437601859
323,426246.77866366017
324,351718.9936386692
325,532402.2744480156
326,435585.61857370374
327,2284978.9237528024
328,1151797.0884243217
329,407450.9364351762
330,765487.9366172233
331,438874.8852676906
332,702768.7323279628
333,970117.2027494787
334,1391937.174814348
335,507888.2132407364
336,234714.2207831623
337,504665.34393576265
338,923039.1698859025
339,400540.7813849196
340,421384.6055724658
341,1026098.1620867607
342,1020220.7014345258
343,1313337.9908281625
344,817003.3183530514
345,690653.452031322
346,367639.12544241396
347,647272.3911624883
348,683888.2816308911
349,1106274.6263304753
350,425213.96904465393
351,1411051.7996283616
352,552297.1000806805
353,1131691.6714351594
354,389806.64841033315
355,654735.114881076
356,491774.20171673683
357,1183057.408089577
358,298767.7732556455
359,1038166.0445798098
360,362916.6031371983
361,1153685.675348008
362,325576.2241391114
363,266892.0107661047
364,398932.56372872076
365,1096628.7981873928
366,1056368.701502658
367,279237.71997563815
368,1256603.817036379
369,1612150.021561883
370,392510.79723351554
371,396318.3062573996
372,671779.0657269612
373,1339601.8308062186
374,796065.8707871253
375,2596456.465590135
376,351542.22517949156
377,404090.2219523195
378,979320.033803175
379,691639.7584011604
380,480424.5806861627
381,327759.32186539425
382,438224.72082480334
383,897042.9496419592
384,425185.76270852186
385,488105.7615446003
386,1059455.9182892954
387,1217626.3868549073
388,348728.14364098094
389,829599.5541181273
390,583253.0265249397
391,446589.10747771774
392,1149698.2082043437
393,560478.2661006801
394,388012.97092081775
395,338792.0617225881
396,420658.51578796236
397,558108.2512250998
398,588484.1746654314
399,769752.4958432058
400,737444.413581877
401,401524.7932880178
402,517246.1658280038
403,358180.207733094
404,716264.8180745838
405,1917651.024017796
406,327759.32186539425
407,503157.22183618497
408,901754.6763887135
409,513917.2587824647
410,555199.8345334439
411,347931.18357733823
412,290693.6886503489
413,428396.80156567885
414,545207.5660577193
415,501060.3646157981
416,681910.3009129522
417,627596.7891413379
418,361469.0974652544
419,270337.14266186964
420,432204.09771127685
421,446778.06583899906
422,275237.1988605363
423,269660.8481677612
424,265911.846096262
425,726067.9469669155
426,1004724.5882773581
427,1064017.1164020204
428,3111922.9003317533
429,383555.26582957845
430,285661.24465767253
431,309863.7005910873
432,1240058.087106175
433,223950.93022821093
434,1655662.476842277
435,515610.22097447905
436,1442881.9280097568
437,1653401.785139302
438,288776.3845673591
439,220315.75558202458
440,744106.6927302735
441,384398.31681496825
442,270163.8376033399
443,399117.5132791756
444,895008.8032087167
445,736601.1460888674
446,296115.0999493973
447,435057.3566175272
448,846353.8802889503
449,369976.2143448402
450,278165.22308431176
451,1106274.6263304753
452,1072145.9924742924
453,445337.8752110593
454,344159.82971386885
455,515918.53895539907
456,742627.5234986185
457,485206.6065062976
458,382353.2060613873
459,356087.2018860828
460,279660.7070431284
461,769752.4958432058
462,355909.4285467332
463,479520.9410328347
464,404464.4775170564
465,521820.13464732113
466,1251011.0271492428
467,1353222.8480803913
468,932252.1667439415
469,3368139.5153547763
470,1040054.2723026902
471,595897.8136244307
472,333880.27799975435
473,207963.16828901897
474,405714.0099465224
475,1215208.9810507267
476,883156.7270556448
477,457541.189105457
478,177259.42516378895
479,676621.0153279927
480,559820.0874526044
481,1600274.7706410156
482,667095.5434193086
483,420658.51578796236
484,551961.8262067093
485,741210.8183739759
486,1393079.7540324577
487,522769.6803582826
488,843873.3802721527
489,433522.63033077284
490,769596.6996308685
491,342876.3963959769
492,399168.58084440796
493,370107.29628426844
494,607938.4143277365
495,1640046.9273337866
496,905291.6302003303
497,569143.3201498196
498,608362.8921670312
499,492849.712297766
500,1362309.8743902987
501,1686869.265509635
502,531873.4736018921
503,309493.6497229753
504,402427.3815448358
505,1325752.7807313746
506,1281752.6662519947
507,415708.89232330595
508,235366.63617900995
509,500946.48667148437
510,708667.2487231975
511,571135.3630123094
512,2473888.676076303
513,341474.83920070896
514,342099.8392903007
515,482032.4106354637
516,969571.8709023148
517,907054.8788298966
518,874882.8093334844
519,478857.0500809448
520,1943417.1235843457
521,861209.2359252794
522,642671.736130216
523,254153.5524095972
524,1106274.6263304753
525,1127909.8805705404
526,963073.3380048684
527,2325320.1956372093
528,535000.068036951
529,288676.38307177834
530,965979.6784630029
531,1080957.9472359824
532,630539.996876641
533,780850.3421515283
534,387656.7218482811
535,376755.27320215915
536,402074.7550321936
537,2001403.6258204032
538,1248550.471481934
539,1279949.4098087274
540,333873.4987162956
541,284270.9167430004
542,656215.0480568411
543,1354488.820227709
544,344879.4902290924
545,623122.3989428738
546,383476.7862422401
547,1050069.123667815
548,358485.12560345227
549,350409.2335224193
550,687272.0171783598
551,453373.6365156455
552,1012092.0890336874
553,377741.6573138438
554,441762.16952735325
555,405898.44754910254
556,494150.5220239187
557,382326.9820155425
558,338371.57801702694
559,1375911.7658585282
560,685684.1652500285
561,609108.2962025444
562,242583.62351649016
563,528107.2286306163
564,557687.5732854923
565,618554.2103031501
566,331187.0212471305
567,329988.823701798
568,629098.3337616673
569,787410.9954640731
570,246008.4288075444
571,813004.914658306
572,383916.7824169802
573,752579.4597511679
574,401785.1502164877
575,390916.9654142877
576,1093415.6014842782
577,857854.4763643435
578,242485.4729655918
579,620132.8879784524
580,1151797.0884243217
581,455357.53368350526
582,3240043.7493918384
583,2122963.533410883
584,385728.43313258764
585,1531704.80281659
586,762526.3662695196
587,1193514.2307424198
588,1231623.2051946702
589,629098.3337616673
590,360521.656867333
591,1086061.9461108036
592,370840.3420215399
593,489510.68487893906
594,326460.6580037023
595,386763.80776317656
596,418685.6631141309
597,283379.02409241075
598,644800.4837900004
599,488672.4577993366
600,680186.9264733817
601,777841.1885831224
602,859603.3983569003
603,375588.7785999986
604,500328.1661208872
605,1098135.237979614
606,217984.93347670216
607,838069.9388545187
608,522972.3770916565
609,1020967.7140964526
610,396303.2506279461
611,636139.4643401059
612,561645.4518989065
613,707117.5117508525
614,542509.4482216443
615,2406308.765403169
616,305021.98824322823
617,402227.342330218
618,412539.7193213451
619,278516.1693902272
620,387404.51208396413
621,468495.75902160193
622,3179415.0464021927
623,1241675.7113853658
624,400400.8588922051
625,541711.7196223831
626,280427.7162099544
627,2429571.8725322243
628,510464.2084477562
629,1262899.6094409898
630,416423.375463377
631,937742.4236601978
632,491708.3888061767
633,637096.4912626646
634,381436.81440557854
635,661154.0272349716
636,608803.0692018869
637,449827.8161144465
638,394606.57592384727
639,216630.71599933747
640,465056.68339429615
641,1068654.7313050327
642,420786.4451834995
643,622353.7995269295
644,478857.0500809448
645,536915.8403502579
646,394011.77751331805
647,224304.21783591734
648,400400.8588922051
649,424149.81205389596
650,521594.51073056704
651,815400.9530259237
652,439074.97990867496
653,554316.4480567742
654,353974.295209492
655,1317555.857018349
656,270237.5581195268
657,275755.3986915481
658,419315.62588045676
659,381570.8641525681
660,553337.6632822329
661,1383773.619837312
662,619728.400112442
663,476456.0555894927
664,587808.4833619728
665,354575.90098274726
666,553337.6632822329
667,572174.1291093873
668,745695.5922348846
669,753277.1758845081
670,1106274.6263304753
671,681910.3009129522
672,328479.8392857508
673,822364.8304292881
674,1077602.8495645681
675,434655.7449277895
676,399634.4695056059
677,522303.0067475216
678,319822.6664525573
679,195297.42134210296
680,495518.9266375871
681,388012.97092081775
682,427683.5509198995
683,343131.7361552102
684,429787.34166184725
685,1020015.1798053128
686,2263734.7774645304
687,405714.0099465224
688,608362.8921670312
689,317618.7047976474
690,627129.6962644648
691,863653.9564715059
692,624334.4383284727
693,1154281.9642617954
694,584912.0121730703
695,784529.6286186556
696,544282.5270047509
697,451392.8696343709
698,781206.6578471137
699,328631.3560353006
700,513851.00852779025
701,341847.3579493
702,594325.7203166238
703,756656.9816456437
704,847503.4220323396
705,387109.30190496723
706,372680.05846461037
707,1916278.0725199587
708,186616.152240434
709,2968795.8193684337
710,295596.5608739146
711,773129.9175480526
712,424607.0902266852
713,342291.87548352533
714,594368.5912352618
715,1195210.3142513998
716,709490.6299107426
717,1078753.6192921977
718,501314.0476759083
719,142538.8842171971
720,201811.31133185833
721,409519.72456240875
722,681739.5050605473
723,198010.47742622657
724,811383.6879801485
725,444674.3075948691
726,855857.7421915598
727,477274.40597482823
728,681910.3009129522
729,457652.04668620444
730,508845.3044810837
731,1179267.9495938185
732,246830.77318441175
733,435532.0937884004
734,656215.0480568411
735,445022.40497604554
736,176793.17466360726
737,387823.86699980975
738,1924577.765287233
739,702227.3050670743
740,530662.1255298563
741,2189356.1130017135
742,828295.8618732863
743,428196.6204236278
744,249342.49415940218
745,338792.0617225881
746,395667.5841500077
747,1122137.4602657477
748,937742.4236601978
749,372092.5057417165
750,391692.6354070783
751,341589.9537626271
752,204290.63079266908
753,496065.96872708225
754,329670.75551177864
755,1015137.5677717566
756,545666.8160539828
757,562907.8603247717
758,380678.63513959607
759,352672.0069908414
760,619079.6455011691
761,698019.1016497097
762,665634.0337078117
763,239812.08593474672
764,909065.206093485
765,263997.4521380986
766,798095.0582006999
767,2417720.5870100637
768,568322.670424794
769,963073.3380048684
770,425272.9993660014
771,1139493.4281121811
772,1200960.939295076
773,851744.7997226997
774,1964001.5936140812
775,998479.8102630407
776,2249501.439704662
777,1349397.2470792183
778,206178.6222902233
779,427335.4587412126
780,332869.60329904006
781,331577.12660179473
782,408837.37756918516
783,847904.5853562547
784,334826.14764834556
785,521820.13464732113
786,212588.56493984384
787,813907.7964400623
788,343870.07001465524
789,123212.35362496575
790,370965.92557857203
791,858694.3213750825
792,394451.17160059826
793,362916.6031371983
794,753525.6201919708
795,558459.5436781286
796,438286.3452602901
797,270306.4557549427
798,944331.2790677965
799,420709.4653504336
800,664001.7777434782
801,376613.3440181072
802,1164660.4793348496
803,1623595.012342244
804,392982.87949271296
805,305803.44631351647
806,261400.2095051379
807,228567.68463558232
808,571168.0979864349
809,1493122.4818687465
810,573357.2525754509
811,548280.9069441507
812,432458.4267353957
813,321515.273938668
814,807962.0858256288
815,972756.2527805071
816,1871417.0598638644
817,414295.02343211294
818,309651.53310537216
819,1178192.4941123445
820,803966.9851310196
821,443804.4960835667
822,594368.5912352618
823,1064123.2472821947
824,417588.6992900322
825,3231479.8556721583
826,291762.80983690865
827,327576.677529959
828,567639.4819214693
829,293433.98199048947
830,963073.3380048684
831,541574.7559025547
832,224393.31037330924
833,818323.8229892538
834,257654.1049645314
835,909065.206093485
836,999146.2095024283
837,501219.39877005346
838,1131990.658795555
839,369976.2143448402
840,359228.45779651386
841,350176.2009087663
842,843459.4636444682
843,974920.9737987657
844,785903.3642540786
845,1071115.8514154477
846,335248.70822363254
847,261552.2422382971
848,414028.9744129636
849,663278.9401889283
850,492396.70672261814
851,573237.9406296135
852,394313.87307583774
853,531709.5411633537
854,349579.21146554325
855,290958.0181270515
856,356042.43618422083
857,876146.7784998182
858,282870.6942161411
859,1295416.1395962422
860,331599.9268726087
861,321329.32281193865
862,593557.6550390358
863,453373.6365156455
864,369102.74230004725
865,1877705.8455685654
866,316000.6579455671
867,930696.6437492381
868,2042136.1554725107
869,296236.17291861854
870,598309.7377137468
871,1788713.7810359492
872,530662.1255298563
873,1547876.885322913
874,1570964.098599767
875,266110.51169715705
876,1301411.8328060387
877,461633.7234412206
878,304333.60171762557
879,228802.86359497774
880,572472.5590012397
881,1106274.6263304753
882,1349137.0497582345
883,324378.3067691176
884,1876116.9009037658
885,1749772.1102226563
886,750736.3757048484
887,216601.55669637167
888,426967.2793024529
889,885801.3528837258
890,729055.2783228845
891,851735.2971005737
892,620017.3613747963
893,196880.01218158595
894,195297.42134210296
895,1528932.7713249885
896,525462.869883597
897,242157.1463466902
898,369891.9093387666
899,691074.8481165571
900,1255624.4902577768
901,507249.4706039968
902,349303.9960188978
903,897911.2072863722
904,385783.59148659155
905,325071.06434631307
906,855858.7549441544
907,1006106.4286580447
908,1016057.43262362
909,2405278.8108834806
910,479037.28618457296
911,364114.1923271603
912,307364.99230566225
913,1554847.7635291563
914,937437.6639796884
915,1066693.301675435
916,361903.75171080075
917,3126067.70367964
918,476970.6940129807
919,292760.22270721715
920,423552.60804850346
921,3009163.6254073526
922,837411.7406675306
923,176366.04069277312
924,360251.30388971616
925,348746.8375313816
926,443194.4334178763
927,628791.7862146044
928,429256.4096071247
929,1010179.6292371394
930,279892.0766277937
931,439403.5353783328
932,643019.3502856356
933,466781.58872748504
934,637030.1430303981
935,181796.0086972872
936,351672.7399144148
937,2166627.7889251234
938,351251.74186964205
939,1193514.2307424198
940,419801.48853756284
941,2811213.0280350423
942,1214954.5073044999
943,756389.5372851128
944,498834.95124763367
945,1133789.0313911203
946,358947.6702636347
947,405845.78891418996
948,572472.5590012397
949,939722.168537121
950,516679.7560274469
951,489283.13322611625
952,915723.7015832966
953,1325349.4018401206
954,1299375.971990389
955,321488.34119889984
956,1426038.4917367357
957,338250.7218058296
958,374159.0771877312
959,322560.61255001614
960,894444.4109004319
961,596794.1791069413
962,533935.348141103
963,435788.87232078426
964,1855319.6757057863
965,423850.96065871714
966,233206.77338028615
967,773551.6132896191
968,1240058.087106175
969,553337.6632822329
970,1681781.0045624916
971,355455.2880406292
972,557879.2934633034
973,249269.16162922978
974,338250.7218058296
975,189989.134721602
976,408522.7189636595
977,576058.4696497578
978,2710579.9119025753
979,687405.5807679308
980,227518.74199736665
981,550704.5381554973
982,396155.17800851015
983,282870.6942161411
984,213843.49871138614
985,1246620.029635805
986,1499219.1597702727
987,1391937.174814348
988,619818.1052239818
989,394049.6510636114
990,370359.729664578
991,994021.054998323
992,837411.7406675306
993,300169.02758751577
994,569143.3201498196
995,1119497.535509627
996,580944.0477480673
997,799341.7399770236
998,640359.5063260526
999,798597.3390736363
1000,555463.2965033955
1001,3100331.792516848
1002,762740.4118300475
1003,217900.3141392017
1004,1276757.1893898249
1005,273398.0690942449
1006,345220.84391892125
1007,997659.9394273652
1008,998479.8102630407
1009,351947.49527744425
1010,268411.7421982351
1011,1042352.3575958255
1012,477526.22091142845
1013,478273.46814517677
1014,241685.82800564682
1015,478162.6999652645
1016,550428.7926901332
1017,179077.23799762654
1018,753033.702287905
1019,252499.08050901187
1020,390548.283787265
1021,337404.52286088595
1022,296545.3997775176
1023,322461.4270975412
1024,2374228.0872012167
1025,959201.8573382198
1026,1344300.1293696822
1027,490544.81697855797
1028,1113601.356811966
1029,1340820.2719018827
1030,471700.6582321269
1031,584779.7817275516
1032,193376.0650851959
1033,1397192.9675386886
1034,360036.4209683728
1035,332931.42441019276
1036,459419.92462475545
1037,184263.74593027696
1038,1579867.1861117797
1039,408728.44130143494
1040,327384.68655975565
1041,338792.0617225881
1042,274653.18550248456
1043,1064244.0756531507
1044,391852.905075854
1045,396766.7041879312
1046,467046.4815314585
1047,1064123.2472821947
1048,1277800.4165748218
1049,1119497.535509627
1050,977145.4300087385
1051,502454.63631381106
1052,2402385.2930749264
1053,1189457.4681144976
1054,1236157.0688949283
1055,438430.3630126703
1056,281972.92305384163
1057,489075.2673765093
1058,849503.0088939193
1059,1208172.5159654054
1060,291625.34546097065
1061,202680.47179590946
1062,3240043.7493918384
1063,1013128.8738489249
1064,438001.7340306825
1065,594368.5912352618
1066,438900.1025750115
1067,397705.4662088784
1068,750736.3757048484
1069,1131862.15753947
1070,1321645.2587505933
1071,1188776.3551223374
1072,2582509.6612147344
1073,571423.2348224588
1074,375638.3007223309
1075,383910.4267608963
1076,337230.7879786475
1077,311229.799921356
1078,204559.67230124885
1079,420658.51578796236
1080,714747.1624939324
1081,391401.3455493182
1082,765487.9366172233
1083,1392159.9865678397
1084,342808.3630008381
1085,809913.3877990425
1086,194237.9849374733
1087,422571.8658569367
1088,611786.6967082021
1089,411639.9295995607
1090,408895.579419883
1091,1548354.206856344
1092,892410.6717158444
1093,401191.0925439135
1094,725866.1158725056
1095,212171.95479955347
1096,702768.7323279628
1097,936690.705059674
1098,759000.7002421659
1099,509906.5944459788
1100,1078753.6192921977
1101,1012487.7547314845
1102,407582.1562996846
1103,1195210.3142513998
1104,823771.8544779212
1105,499596.3695242155
1106,403914.262675039
1107,1022917.6743707152
1108,628791.7862146044
1109,269660.8481677612
1110,901754.6763887135
1111,1523766.990185733
1112,1447590.7577412992
1113,380399.7587883889
1114,349054.8463470159
1115,1211146.8238682896
1116,863071.2388492617
1117,307690.53447863605
1118,669921.018770746
1119,683840.996253727
1120,570857.3748323545
1121,771048.5180588408
1122,353920.20327269204
1123,1325214.502470422
1124,382607.0808355336
1125,1486417.542836024
1126,308077.23820949683
1127,1064244.0756531507
1128,339739.7184486798
1129,984982.0726680154
1130,325906.0999539534
1131,461328.34203592635
1132,587808.4833619728
1133,488105.7615446003
1134,3381162.7817867696
1135,599224.7556775486
1136,1464036.627044594
1137,1049265.4803311524
1138,317525.0979577511
1139,837845.571977296
1140,628282.3780582718
1141,248873.90725787746
1142,435925.1496324883
1143,414295.02343211294
1144,372720.3397406953
1145,536915.8403502579
1146,356087.2018860828
1147,681739.5050605473
1148,1495021.5790874716
1149,2895209.2731866264
1150,545928.1905284976
1151,347615.18167129986
1152,3618457.108502991
1153,885487.5548187373
1154,179917.61142543925
1155,531801.8303620319
1156,669921.018770746
1157,347492.9260773297
1158,202124.76744357662
1159,634350.8875090367
1160,508594.1013151796
1161,572186.1595957676
1162,414295.02343211294
1163,640862.4140417582
1164,417684.29298237973
1165,1415239.1812578638
1166,460708.4872702195
1167,476973.4092703827
1168,424717.14838081825
1169,811331.0142220955
1170,2284621.3609184828
1171,1370976.5935599254
1172,801024.9892898466
1173,568762.6235239425
1174,753361.3173572652
1175,379552.09543607454
1176,361598.3915408111
1177,767698.9141737412
1178,1096893.6996891156
1179,1688177.4952152409
1180,654090.0618611894
1181,923361.3849158525
1182,259590.66210131286
1183,203316.52035005638
1184,565490.7302982991
1185,349738.93268942484
1186,169807.8261480929
1187,319991.10830809386
1188,1087234.1738082692
1189,310336.25773494027
1190,1145902.0284624337
1191,370871.2827755668
1192,343180.5194085327
1193,1173703.8856967425
1194,601722.037110545
1195,256445.1304967526
1196,291193.6487779014
1197,400588.8268219061
1198,454197.32616330206
1199,292015.3493986307
1200,415499.96287722193
1201,662934.8823257526
1202,674430.8961889595
1203,250884.7548500985
1204,233504.28099882446
1205,373625.4937105681
1206,396197.4861780886
1207,267739.116890036
1208,1077077.9527571236
1209,673843.7124366119
1210,387484.1245913596
1211,914853.7632843003
1212,406423.5390719751
1213,1020904.9072099845
1214,1078753.6192921977
1215,228102.79951263298
1216,412557.6879930639
1217,1040183.6750436688
1218,388856.5076205456
1219,619768.9590550482
1220,559716.9940961106
1221,441300.200794549
1222,189945.96103302707
1223,381436.81440557854
1224,838934.6710805246
1225,471017.7171215157
1226,345037.4133868326
1227,359322.07078726665
1228,694691.9805596378
1229,739455.909975229
1230,341847.3579493
1231,1078753.6192921977
1232,296671.7568800794
1233,552054.6340680938
1234,572472.5590012397
1235,1016008.8643260751
1236,285154.0682102372
1237,2867150.926184533
1238,285575.1011080679
1239,637299.3639208272
1240,226163.16400417953
1241,622014.004596388
1242,326094.4274615631
1243,421113.6331347156
1244,363634.6851871267
1245,377570.5687456365
1246,1527129.7467855732
1247,1557335.7114018847
1248,201789.86604652746
1249,382764.0376870109
1250,319791.22880807164
1251,753532.8216836374
1252,1445828.923633327
1253,513917.2587824647
1254,425491.13670445327
1255,1266627.5196367574
1256,598091.7391611843
1257,399634.4695056059
1258,647757.8120661561
1259,1231046.693061322
1260,594368.5912352618
1261,391983.9676945231
1262,193584.02341669123
1263,829599.5541181273
1264,389661.63710620324
1265,1432042.0383686053
1266,306022.96359301714
1267,488221.3043356249
1268,399854.1851694657
1269,356178.36961432506
1270,777830.0640786389
1271,1211633.5848360679
1272,600294.6449404289
1273,1081872.5157904613
1274,483849.65725469886
1275,222789.68621066122
1276,1279949.4098087274
1277,537801.0132723983
1278,837411.7406675306
1279,952362.6100517279
1280,211368.38174459728
1281,424352.2551814058
1282,1088973.1064757197
1283,1017541.1283705648
1284,577672.5638984648
1285,1013766.7992948445
1286,368379.9938127296
1287,364821.0682860903
1288,404894.577375286
1289,288676.38307177834
1290,1530978.298564856
1291,533732.1059908282
1292,469540.1435777486
1293,565325.9486698791
1294,1448790.8711484263
1295,420658.51578796236
1296,776307.9361526113
1297,388166.8770260407
1298,288123.0098930896
1299,449827.8161144465
1300,1479683.4532735934
1301,339464.75010302936
1302,861209.2359252794
1303,621943.9446983258
1304,505295.4044957963
1305,699245.1682159435
1306,819918.2689551904
1307,480366.7141292887
1308,1448714.0492519357
1309,661919.6477655686
1310,327614.1594181926
1311,489869.45619624446
1312,351800.8146537121
1313,799773.0232466566
1314,245810.51006491625
1315,1219121.5010434785
1316,1197128.0109356483
1317,304088.23126505513
1318,357764.27105544973
1319,511688.97542582423
1320,647272.3911624883
1321,998392.7516690878
1322,1051356.403310664
1323,834529.0574644535
1324,534528.0213896215
1325,427347.4506317489
1326,786780.6694950488
1327,576275.5139233726
1328,188526.95837313353
1329,203945.67519050484
1330,333390.1410314229
1331,326460.6580037023
1332,1290262.4032530638
1333,594368.5912352618
1334,725284.7104638286
1335,909065.206093485
1336,623333.5853716171
1337,417588.6992900322
1338,387823.86699980975
1339,540302.4683327923
1340,395475.0981563836
1341,745417.1634347367
1342,571347.3718471308
1343,1886570.7847576737
1344,1264780.830007957
1345,908554.3806271235
1346,2372500.7535700947
1347,702227.3050670743
1348,703141.4992998893
